datereceived,product,banks,community
"11/10/2012","Mortgage","Other","Asian"
"03/28/2012","Credit card","Capital One","Asian"
"01/27/2012","Mortgage","JPMorgan Chase","Asian"
"08/09/2013","Bank account or service","U.S. Bancorp","Asian"
"02/08/2013","Mortgage","Bank of America","Asian"
"02/24/2013","Mortgage","Ocwen","Asian"
"01/10/2013","Mortgage","JPMorgan Chase","Asian"
"11/06/2013","Mortgage","HSBC","Asian"
"02/15/2012","Credit card","JPMorgan Chase","Asian"
"12/25/2012","Mortgage","Other","Asian"
"04/10/2013","Mortgage","Ocwen","White"
"09/12/2013","Credit reporting","TransUnion","White"
"05/27/2013","Mortgage","Bank of America","White"
"07/25/2013","Mortgage","Ocwen","White"
"02/28/2013","Mortgage","Bank of America","White"
"10/23/2013","Money transfers","Other","White"
"11/08/2012","Mortgage","Select Portfolio Servicing, Inc","White"
"03/26/2013","Credit reporting","TransUnion","White"
"01/17/2013","Mortgage","Other","White"
"06/07/2013","Mortgage","Bank of America","White"
"05/09/2013","Mortgage","OneWest Bank","White"
"06/28/2013","Bank account or service","Other","White"
"09/12/2013","Credit reporting","Equifax","White"
"04/19/2013","Mortgage","JPMorgan Chase","White"
"09/19/2012","Mortgage","Bank of America","White"
"09/26/2012","Mortgage","Bank of America","White"
"05/22/2013","Mortgage","Other","White"
"06/16/2013","Mortgage","Ocwen","White"
"10/24/2013","Mortgage","OneWest Bank","White"
"07/11/2012","Mortgage","Bank of America","White"
"02/06/2013","Mortgage","Nationstar Mortgage","White"
"03/07/2013","Bank account or service","U.S. Bancorp","White"
"11/29/2012","Bank account or service","Bank of America","White"
"01/24/2013","Mortgage","Bank of America","White"
"04/16/2012","Mortgage","Ocwen","White"
"12/12/2012","Mortgage","Bank of America","White"
"07/18/2012","Mortgage","JPMorgan Chase","White"
"05/21/2013","Mortgage","Other","White"
"06/08/2012","Mortgage","Green Tree Servicing, LLC","White"
"06/10/2013","Mortgage","Green Tree Servicing, LLC","White"
"08/14/2012","Mortgage","Other","White"
"03/19/2012","Mortgage","Bank of America","White"
"03/13/2012","Mortgage","Bank of America","White"
"03/11/2013","Mortgage","Citibank","White"
"01/18/2013","Mortgage","Wells Fargo","Hispanic"
"04/16/2013","Mortgage","Bank of America","Hispanic"
"04/26/2012","Mortgage","Wells Fargo","Hispanic"
"05/06/2013","Mortgage","Ocwen","Hispanic"
"11/05/2013","Credit reporting","Experian","Hispanic"
"02/06/2013","Mortgage","Bank of America","Hispanic"
"08/08/2013","Mortgage","Bank of America","Hispanic"
"12/12/2011","Mortgage","Bank of America","Hispanic"
"05/03/2013","Bank account or service","Other","Hispanic"
"03/05/2012","Bank account or service","PNC Bank","Hispanic"
"02/22/2013","Credit card","Discover","Hispanic"
"02/13/2013","Student loan","Wells Fargo","Hispanic"
"09/09/2013","Mortgage","Nationstar Mortgage","Hispanic"
"05/20/2013","Mortgage","Bank of America","Hispanic"
"04/11/2013","Bank account or service","Bank of America","Hispanic"
"09/14/2012","Bank account or service","Other","Hispanic"
"06/12/2013","Mortgage","Wells Fargo","Hispanic"
"07/25/2013","Consumer loan","Other","Hispanic"
"02/26/2013","Mortgage","Green Tree Servicing, LLC","Hispanic"
"07/11/2013","Mortgage","Wells Fargo","Hispanic"
"04/12/2013","Mortgage","Bank of America","Hispanic"
"05/03/2013","Credit reporting","Experian","Hispanic"
"08/10/2013","Mortgage","PNC Bank","Hispanic"
"10/18/2013","Mortgage","Wells Fargo","Hispanic"
"12/27/2012","Mortgage","Other","Hispanic"
"01/31/2012","Mortgage","U.S. Bancorp","Hispanic"
"03/29/2013","Bank account or service","Wells Fargo","Hispanic"
"06/24/2013","Credit reporting","TransUnion","Hispanic"
"03/05/2012","Mortgage","Ocwen","Hispanic"
"07/16/2012","Bank account or service","U.S. Bancorp","Hispanic"
"11/14/2012","Credit reporting","TransUnion","Hispanic"
"05/11/2013","Credit reporting","Experian","Hispanic"
"07/10/2012","Mortgage","Other","Hispanic"
"07/10/2013","Mortgage","Wells Fargo","Hispanic"
"03/21/2012","Mortgage","Bank of America","Hispanic"
"06/05/2013","Mortgage","Nationstar Mortgage","Hispanic"
"11/29/2012","Credit card","Other","Hispanic"
"12/13/2012","Bank account or service","JPMorgan Chase","Hispanic"
"10/24/2012","Mortgage","Ocwen","Hispanic"
"03/27/2013","Bank account or service","JPMorgan Chase","Hispanic"
"10/22/2012","Mortgage","JPMorgan Chase","Hispanic"
"05/03/2012","Mortgage","Citibank","Hispanic"
"07/19/2013","Student loan","Sallie Mae","Hispanic"
"10/05/2012","Bank account or service","JPMorgan Chase","Hispanic"
"11/16/2012","Mortgage","Wells Fargo","Hispanic"
"11/16/2012","Mortgage","JPMorgan Chase","Hispanic"
"01/09/2012","Mortgage","Bank of America","Hispanic"
"12/12/2012","Mortgage","Ocwen","Hispanic"
"05/31/2012","Mortgage","JPMorgan Chase","Hispanic"
"05/03/2013","Credit reporting","Equifax","Hispanic"
"05/02/2012","Bank account or service","U.S. Bancorp","Hispanic"
"04/09/2013","Mortgage","Other","Hispanic"
"04/17/2013","Mortgage","JPMorgan Chase","Hispanic"
"09/16/2012","Bank account or service","JPMorgan Chase","Hispanic"
"05/31/2012","Mortgage","OneWest Bank","Hispanic"
"12/27/2012","Bank account or service","U.S. Bancorp","Hispanic"
"11/16/2012","Mortgage","JPMorgan Chase","Hispanic"
"01/28/2013","Mortgage","Bank of America","Hispanic"
"11/13/2012","Mortgage","Bank of America","White"
"11/04/2013","Mortgage","JPMorgan Chase","White"
"03/29/2012","Mortgage","Ocwen","White"
"06/24/2013","Credit reporting","Experian","White"
"03/02/2012","Mortgage","Bank of America","White"
"02/22/2013","Credit card","Experian","White"
"05/10/2013","Mortgage","Other","White"
"04/03/2012","Bank account or service","Wells Fargo","White"
"09/13/2012","Mortgage","Bank of America","White"
"04/04/2012","Mortgage","Bank of America","White"
"05/18/2012","Mortgage","Wells Fargo","White"
"10/01/2013","Mortgage","Wells Fargo","White"
"02/07/2013","Mortgage","Bank of America","White"
"06/17/2013","Mortgage","Other","White"
"12/13/2012","Mortgage","Bank of America","White"
"04/11/2013","Mortgage","Ocwen","White"
"02/19/2013","Credit reporting","TransUnion","White"
"10/25/2012","Mortgage","Other","White"
"02/19/2013","Credit reporting","Experian","White"
"08/13/2012","Mortgage","Bank of America","White"
"09/05/2012","Student loan","Sallie Mae","White"
"01/15/2013","Mortgage","JPMorgan Chase","White"
"01/02/2013","Credit reporting","TransUnion","White"
"04/09/2013","Mortgage","JPMorgan Chase","White"
"11/09/2012","Mortgage","Bank of America","White"
"04/10/2012","Mortgage","Bank of America","White"
"03/06/2013","Mortgage","SunTrust Bank","White"
"05/10/2013","Mortgage","Other","White"
"02/25/2013","Mortgage","Wells Fargo","White"
"11/19/2012","Mortgage","Wells Fargo","White"
"08/07/2012","Bank account or service","JPMorgan Chase","White"
"01/14/2013","Mortgage","Nationstar Mortgage","White"
"12/30/2011","Mortgage","Bank of America","White"
"01/16/2013","Credit card","Bank of America","White"
"10/24/2012","Bank account or service","Bank of America","White"
"06/22/2012","Credit card","Capital One","White"
"07/24/2012","Credit card","GE Capital Retail","White"
"03/15/2012","Mortgage","Bank of America","White"
"06/21/2013","Credit reporting","TransUnion","White"
"11/06/2012","Mortgage","Other","White"
"06/24/2013","Mortgage","Wells Fargo","White"
"04/26/2012","Mortgage","Bank of America","White"
"04/22/2013","Credit reporting","Experian","White"
"05/01/2012","Mortgage","Bank of America","White"
"12/16/2011","Mortgage","OneWest Bank","White"
"07/31/2012","Mortgage","JPMorgan Chase","White"
"09/16/2013","Mortgage","Bank of America","White"
"07/04/2013","Credit reporting","Equifax","White"
"07/22/2012","Bank account or service","Other","White"
"07/13/2012","Mortgage","Ocwen","White"
"04/22/2013","Credit reporting","TransUnion","White"
"03/03/2013","Consumer loan","Other","White"
"03/21/2013","Mortgage","Bank of America","White"
"09/23/2013","Credit reporting","Experian","White"
"04/22/2013","Mortgage","Wells Fargo","White"
"05/14/2013","Mortgage","Bank of America","White"
"05/07/2012","Mortgage","Other","White"
"10/10/2012","Mortgage","Bank of America","White"
"04/22/2013","Credit reporting","Equifax","White"
"04/11/2013","Mortgage","Wells Fargo","White"
"01/26/2013","Mortgage","Other","White"
"01/29/2013","Bank account or service","U.S. Bancorp","White"
"03/16/2013","Credit card","JPMorgan Chase","White"
"09/23/2013","Credit reporting","Experian","White"
"10/28/2013","Mortgage","Bank of America","White"
"09/23/2013","Credit reporting","Experian","White"
"03/28/2012","Credit card","Citibank","White"
"08/24/2012","Mortgage","Citibank","White"
"10/17/2013","Mortgage","Ocwen","White"
"02/04/2013","Credit reporting","Experian","White"
"03/13/2013","Mortgage","Other","White"
"10/24/2012","Mortgage","Other","White"
"05/20/2013","Mortgage","JPMorgan Chase","White"
"12/04/2012","Credit reporting","TransUnion","White"
"09/03/2013","Credit reporting","Equifax","White"
"02/01/2012","Mortgage","Capital One","White"
"09/23/2013","Credit reporting","TransUnion","White"
"08/29/2012","Mortgage","Bank of America","White"
"03/27/2012","Credit card","Other","White"
"06/20/2013","Mortgage","JPMorgan Chase","White"
"05/31/2012","Mortgage","Bank of America","White"
"07/30/2012","Mortgage","Other","White"
"04/16/2012","Mortgage","PNC Bank","White"
"09/23/2013","Credit reporting","TransUnion","White"
"02/04/2013","Credit reporting","Equifax","White"
"08/12/2013","Mortgage","Ocwen","White"
"04/04/2012","Mortgage","Bank of America","White"
"05/23/2013","Mortgage","Other","White"
"03/29/2013","Mortgage","Other","White"
"11/12/2012","Mortgage","Citibank","White"
"04/04/2013","Credit reporting","TransUnion","White"
"08/27/2013","Mortgage","Other","White"
"05/23/2012","Mortgage","Bank of America","White"
"10/26/2012","Mortgage","Bank of America","White"
"09/25/2013","Bank account or service","Other","White"
"10/22/2013","Mortgage","Bank of America","White"
"04/07/2013","Mortgage","Wells Fargo","White"
"10/28/2013","Mortgage","JPMorgan Chase","White"
"05/23/2012","Credit card","U.S. Bancorp","White"
"07/03/2012","Mortgage","Capital One","White"
"08/21/2012","Bank account or service","Other","White"
"09/03/2013","Credit reporting","Experian","White"
"08/20/2013","Bank account or service","Wells Fargo","White"
"10/22/2013","Mortgage","JPMorgan Chase","White"
"09/16/2013","Money transfers","Other","White"
"12/05/2012","Mortgage","Wells Fargo","White"
"02/05/2013","Mortgage","Bank of America","White"
"09/10/2012","Mortgage","Bank of America","White"
"09/28/2013","Mortgage","Wells Fargo","White"
"01/09/2013","Student loan","Sallie Mae","White"
"01/11/2013","Credit reporting","Equifax","White"
"10/23/2013","Credit card","Amex","White"
"05/27/2013","Mortgage","Bank of America","White"
"11/01/2012","Credit card","JPMorgan Chase","White"
"01/27/2013","Mortgage","Other","White"
"12/26/2011","Mortgage","Bank of America","White"
"10/15/2012","Credit card","Citibank","White"
"06/26/2013","Mortgage","HSBC","White"
"01/11/2013","Credit reporting","TransUnion","White"
"01/11/2013","Credit reporting","Experian","White"
"12/17/2012","Mortgage","JPMorgan Chase","White"
"04/16/2012","Mortgage","Bank of America","White"
"01/11/2013","Credit reporting","Equifax","White"
"01/11/2013","Credit reporting","Experian","White"
"05/20/2013","Mortgage","JPMorgan Chase","White"
"05/29/2012","Mortgage","Bank of America","White"
"08/21/2013","Mortgage","Other","White"
"12/28/2012","Bank account or service","Bank of America","White"
"05/21/2013","Mortgage","JPMorgan Chase","White"
"04/22/2013","Bank account or service","SunTrust Bank","White"
"03/11/2013","Mortgage","Other","White"
"09/03/2013","Mortgage","Select Portfolio Servicing, Inc","White"
"11/21/2012","Bank account or service","Wells Fargo","White"
"11/27/2012","Mortgage","PNC Bank","White"
"01/30/2012","Mortgage","JPMorgan Chase","White"
"02/19/2013","Mortgage","Bank of America","White"
"11/25/2012","Credit card","JPMorgan Chase","White"
"12/30/2011","Mortgage","Bank of America","White"
"10/04/2013","Mortgage","Other","White"
"02/27/2012","Mortgage","HSBC","White"
"07/30/2012","Credit card","Other","White"
"03/16/2012","Bank account or service","Wells Fargo","White"
"08/27/2013","Mortgage","Nationstar Mortgage","White"
"01/19/2013","Student loan","Sallie Mae","White"
"07/02/2012","Mortgage","Ocwen","White"
"08/15/2013","Mortgage","Wells Fargo","White"
"10/15/2013","Bank account or service","U.S. Bancorp","White"
"05/22/2013","Mortgage","Other","White"
"08/08/2013","Credit card","U.S. Bancorp","White"
"07/08/2013","Mortgage","Wells Fargo","White"
"08/02/2013","Mortgage","OneWest Bank","White"
"04/29/2013","Mortgage","JPMorgan Chase","White"
"08/03/2012","Mortgage","OneWest Bank","White"
"06/20/2013","Bank account or service","Other","White"
"04/08/2013","Mortgage","Other","White"
"08/28/2012","Bank account or service","Other","White"
"01/02/2012","Mortgage","JPMorgan Chase","White"
"03/05/2012","Bank account or service","Bank of America","White"
"12/12/2011","Credit card","JPMorgan Chase","White"
"12/11/2011","Mortgage","U.S. Bancorp","White"
"07/05/2012","Mortgage","Bank of America","White"
"07/21/2013","Mortgage","Bank of America","White"
"06/28/2012","Mortgage","Ocwen","White"
"03/21/2012","Mortgage","JPMorgan Chase","White"
"11/27/2012","Mortgage","Ocwen","White"
"07/06/2012","Mortgage","PNC Bank","White"
"11/04/2013","Credit reporting","Experian","White"
"08/15/2012","Mortgage","Citibank","White"
"08/10/2012","Mortgage","Bank of America","White"
"07/24/2013","Mortgage","JPMorgan Chase","White"
"09/04/2013","Mortgage","Ocwen","White"
"03/12/2012","Mortgage","JPMorgan Chase","White"
"08/08/2013","Consumer loan","JPMorgan Chase","White"
"04/23/2013","Mortgage","Other","White"
"07/23/2013","Credit card","JPMorgan Chase","White"
"01/06/2012","Mortgage","Bank of America","White"
"09/03/2013","Mortgage","JPMorgan Chase","White"
"04/09/2012","Credit card","Amex","White"
"02/03/2012","Mortgage","Citibank","White"
"12/05/2012","Bank account or service","JPMorgan Chase","White"
"06/26/2012","Credit card","Wells Fargo","White"
"05/23/2013","Mortgage","Bank of America","White"
"05/31/2012","Mortgage","U.S. Bancorp","White"
"11/07/2013","Credit card","GE Capital Retail","White"
"03/27/2012","Bank account or service","Wells Fargo","White"
"05/24/2013","Mortgage","Bank of America","White"
"11/21/2012","Credit reporting","Experian","White"
"02/08/2013","Mortgage","JPMorgan Chase","White"
"05/15/2013","Mortgage","JPMorgan Chase","White"
"11/21/2012","Credit reporting","Equifax","White"
"10/29/2013","Mortgage","Other","White"
"01/15/2013","Mortgage","Other","White"
"04/10/2013","Mortgage","Ocwen","White"
"09/30/2013","Mortgage","Bank of America","White"
"07/25/2013","Credit card","Capital One","White"
"10/17/2013","Bank account or service","Bank of America","White"
"06/05/2012","Mortgage","Bank of America","White"
"10/03/2012","Mortgage","Bank of America","White"
"08/08/2012","Mortgage","JPMorgan Chase","White"
"08/20/2012","Bank account or service","Wells Fargo","White"
"07/19/2013","Bank account or service","Wells Fargo","White"
"09/23/2013","Credit card","Other","White"
"05/09/2013","Mortgage","Bank of America","White"
"09/24/2012","Bank account or service","Wells Fargo","White"
"09/24/2012","Consumer loan","Wells Fargo","White"
"12/10/2011","Mortgage","JPMorgan Chase","White"
"03/20/2012","Mortgage","Ocwen","White"
"08/09/2013","Credit card","Other","White"
"06/22/2013","Mortgage","Green Tree Servicing, LLC","White"
"06/20/2012","Mortgage","Bank of America","White"
"12/19/2012","Mortgage","Wells Fargo","White"
"08/02/2012","Mortgage","Bank of America","White"
"11/13/2012","Bank account or service","Wells Fargo","White"
"01/28/2013","Mortgage","Ocwen","White"
"03/04/2013","Mortgage","Bank of America","White"
"03/05/2012","Mortgage","Bank of America","White"
"09/20/2013","Credit reporting","TransUnion","White"
"07/05/2012","Credit card","Capital One","Hispanic"
"05/14/2012","Bank account or service","Capital One","Hispanic"
"04/21/2013","Credit card","Other","Hispanic"
"06/20/2013","Student loan","Other","Hispanic"
"10/16/2013","Mortgage","Nationstar Mortgage","Hispanic"
"08/15/2012","Mortgage","Nationstar Mortgage","Hispanic"
"04/22/2013","Credit reporting","Equifax","Hispanic"
"04/25/2013","Credit reporting","TransUnion","Hispanic"
"01/09/2013","Mortgage","Bank of America","Hispanic"
"12/12/2011","Mortgage","Bank of America","Hispanic"
"10/08/2013","Credit reporting","Experian","Hispanic"
"07/09/2013","Credit reporting","Equifax","Hispanic"
"07/17/2013","Credit reporting","TransUnion","Hispanic"
"02/07/2013","Mortgage","Wells Fargo","Hispanic"
"12/15/2012","Credit reporting","TransUnion","Hispanic"
"07/09/2013","Credit reporting","TransUnion","Hispanic"
"01/11/2013","Mortgage","Bank of America","Hispanic"
"11/27/2012","Mortgage","Bank of America","Hispanic"
"09/30/2013","Mortgage","HSBC","Hispanic"
"01/22/2013","Credit reporting","Equifax","White"
"01/22/2013","Credit card","Citibank","White"
"03/17/2013","Mortgage","JPMorgan Chase","White"
"10/22/2012","Mortgage","Bank of America","White"
"10/24/2012","Mortgage","Other","White"
"01/25/2012","Mortgage","JPMorgan Chase","White"
"04/03/2013","Bank account or service","Wells Fargo","White"
"11/13/2013","Credit card","JPMorgan Chase","White"
"08/12/2013","Mortgage","Wells Fargo","White"
"05/22/2013","Credit reporting","Experian","White"
"02/26/2013","Mortgage","JPMorgan Chase","White"
"10/17/2012","Mortgage","Citibank","White"
"08/09/2012","Mortgage","Green Tree Servicing, LLC","White"
"09/03/2013","Mortgage","HSBC","White"
"02/10/2013","Mortgage","Green Tree Servicing, LLC","White"
"05/18/2012","Mortgage","Bank of America","White"
"12/26/2012","Bank account or service","Other","White"
"12/19/2012","Mortgage","Ocwen","White"
"06/17/2013","Bank account or service","Bank of America","White"
"08/29/2012","Credit card","HSBC","White"
"09/04/2012","Mortgage","Bank of America","White"
